====================
getFeatureName(i) getFeatureType(i)
Forbidden City Moat | lake
Zijing Student Dormitory No. 1 | building
Zijing Student Dormitory No. 2 | building
Zijing Student Dormitory No. 3 | building
Building C - Student Services Center | building
Zijing Student Dormitory Building 19 | building
Zijing Student Dormitory No. 20 | building
Zijing Student Dormitory No. 21 | building
Zijing Student Dormitory No. 22 | building
Zijing Student Dormitory No. 23 | building
Zijing Student Dormitory No. 15 | building
Zijing Student Dormitory No. 18 | building
The Natatorium | building
Engineering Physics Building | building
Main Building | building
West Main Building | building
<noname> | building
<noname> | building
<noname> | building
Wennan Bldg | building
No. 4 Teaching Building | building
No. 3 Teaching Bldg Sector 1 | building
No. 5 Teaching Building | building
No. 6 Teaching Bldg Sector A | building
No. 6 Teaching Bldg Sector C | building
No. 3 Teaching Bldg Sectors 2, 3 | building
No. 1 Teaching Building | building
No. 2 Teaching Building | building
Science Building | building
33-34号楼 | building
31-32号楼 | building
37号楼 | building
35-36号楼 | building
万泉河 | stream
Yi Fu Library | building
Department of Precision Instruments (9003 Building) | building
Academy of Arts and Design Building | building
<noname> | building
<noname> | building
清西文化购物长廊 | building
Center for Student Cultural Activities | building
理科楼 | building
Sedimentation Building | building
15号楼 | building
Ming Li Building (School of Law) | building
Xue Yan Building | building
Architecture Hall | building
Tingtaoyuan Cafeteria | building
Dingxiangyuan Cafeteria | building
节水科研教育基地 | building
Shooting Hall | building
12号楼 | building
北院 | park
Tsinghua University Hospital | building
近春园宾馆 | building
西阶梯教室 | building
Tsinghua-Suez Environment Environmental Science and Engineering Experiment & Practice Educational Laboratory | building
<noname> | building
<noname> | building
<noname> | building
蒙民伟人文楼 | building
机北楼 | building
灵璧石广场 | park
Nanotechnology Building | building
服务楼 | building
Archives | building
6号楼 | building
7号楼 | building
Technology and Science Building | building
11号楼 | building
30号楼 | building
Schwarzman College | building
10号楼北楼 | building
万泉河 | stream
<noname> | building
<noname> | building
<noname> | building
No. 6 Teaching Bldg Sector B | building
Energy Sciences Building | building
何善衡馆 （土木馆） | building
Comprehensive Gymnasium | building
Chemistry Building | building
Tsinghua Xue Tang | building
Welding Bldg | building
8号楼 | building
9号楼 | building
10号楼 | building
5号楼 | building
Mechanical Engineering Building | building
Shangzhai | building
Ming Zhai | building
Xin Zhai | building
<noname> | building
26号楼 | building
27号楼 | building
Property Management Center | building
14号楼西 | building
14号楼东 | building
食品加工中心 | building
Badminton Gymnasium | building
Automobile Research Institute | building
Old Civil Engineering Building | building
Old Civil Engineering Building | building
16号楼 | building
未来新媒体实验室 | building
Biology Building | building
4号楼 | building
3号楼 | building
2号楼 | building
1号楼 | building
Jin Chun Yuan | park
Jing Zhai | building
熙春园餐厅 | building
Qiang Zhai | building
荷园教工餐厅 | building
He'er Building | building
<noname> | park
双紫支渠 | stream
双紫支渠 | stream
<noname> | stream
Zijing Student Dormitory No. 17 | building
Zijing Student Dormitory No. 16 | building
Zijing Student Dormitory No. 14 | building
17号楼 | building
Wenxinyuan Canteen | building
东配楼 | building
School of Economics and Management | building
East Main Building | building
<noname> | building
能科楼 | building
Post Office | building
Wenbei Bldg | building
科技大厦C座 | building
科建大厦 | building
East Gymnasium | building
Wenxi Bldg | building
New Hydraulic Engineering Building | building
<noname> | building
New Chemistry Building | building
Institute of Microelectronics | building
<noname> | building
19号楼 | building
29号楼 | building
20号楼 | building
22号楼 | building
21号楼 | building
St. Joseph's Wangfujing Cathedral | building
<noname> | building
Walmart | building
Super 8 Motel | building
Library | building
绿园 | park
学生1公寓（留学生公寓） | building
Ya Show | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
稻田 | building
<noname> | building
西二旗地铁站 | building
<noname> | building
龙德广场 | building
Beijing Marriott Hotel City Wall | building
<noname> | building
Ming Dynasty Wall Ruins Park | park
西便门公园 | park
Remote Sensing Building | building
<noname> | park
威盛 | building
创新大厦 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
金四季购物中心 | building
爱家家居 | building
五棵松奥林匹克文化公园 | park
Wukesong Arena | building
Fengtai Park | park
五棵松公园 | park
<noname> | building
五棵松奥林匹克文化公园 | park
<noname> | building
<noname> | building
<noname> | building
1#教学楼 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
主楼 | building
<noname> | building
<noname> | building
<noname> | building
5#教学楼 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | park
<noname> | building
<noname> | park
<noname> | building
中心花园 | park
<noname> | park
<noname> | park
Cyber Tower B | building
<noname> | park
<noname> | park
11#学生宿舍 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
3号学生公寓 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
6号学生公寓 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | park
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
北京理工大学体育馆 | building
<noname> | building
<noname> | building
<noname> | building
北京理工科技大厦 | building
<noname> | park
<noname> | building
<noname> | building
<noname> | building
<noname> | building
4号教职工公寓 | building
北京理工大学校医院 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
车辆重点实验楼 | building
<noname> | building
新一号宿舍 | building
<noname> | building
<noname> | building
中心教学楼 | building
<noname> | building
<noname> | building
信息教学楼 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
4#教学楼 | building
<noname> | building
<noname> | building
3#教学楼 | building
16号学生公寓 | building
<noname> | building
<noname> | building
<noname> | building
2号研究生公寓 | building
<noname> | building
<noname> | building
硕博小区3号楼 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
第七食堂 | building
2号教职工公寓 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
七号教学楼 | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
<noname> | building
图书馆 | building
研究生教学楼 | building
望京沟 | stream
佳境天成 | building
<noname> | building
Wangjing Tower A | building
Side Park | park
<noname> | stream
<noname> | stream
<noname> | stream
<noname> | stream
<noname> | building
<noname> | building
小龙河 | stream
<noname> | stream
小龙河 | stream
CapitaMall Xizhimen | building
梨园主题公园 | park
